CMDLINE python dummy_atom_scheme_mem_debug.py
MEM 225.148438 1448922288.9093
MEM 219.667969 1448922289.0098
MEM 219.667969 1448922289.1103
MEM 219.667969 1448922289.2108
MEM 219.667969 1448922289.3111
MEM 219.667969 1448922289.4115
MEM 193.917969 1448922289.5120
MEM 188.667969 1448922289.6124
MEM 188.667969 1448922289.7129
MEM 188.667969 1448922289.8134
MEM 188.667969 1448922289.9137
MEM 188.167969 1448922290.0140
MEM 188.167969 1448922290.1143
MEM 188.167969 1448922290.2147
MEM 185.917969 1448922290.3152
MEM 185.917969 1448922290.4156
MEM 184.167969 1448922290.5160
MEM 184.167969 1448922290.6166
MEM 184.167969 1448922290.7169
MEM 184.167969 1448922290.8172
MEM 184.167969 1448922290.9175
MEM 184.167969 1448922291.0178
MEM 184.167969 1448922291.1185
MEM 184.167969 1448922291.2190
MEM 184.167969 1448922291.3196
MEM 184.167969 1448922291.4199
MEM 184.167969 1448922291.5202
MEM 184.167969 1448922291.6206
MEM 184.167969 1448922291.7209
MEM 184.167969 1448922291.8214
MEM 184.167969 1448922291.9220
MEM 182.167969 1448922292.0225
MEM 182.167969 1448922292.1229
MEM 182.167969 1448922292.2231
MEM 182.167969 1448922292.3234
MEM 182.167969 1448922292.4240
MEM 182.167969 1448922292.5245
MEM 182.167969 1448922292.6249
MEM 182.167969 1448922292.7252
MEM 181.667969 1448922292.8257
MEM 181.667969 1448922292.9260
MEM 181.667969 1448922293.0265
MEM 181.667969 1448922293.1271
