CMDLINE python just_load.py
MEM 0.023438 1448928638.9056
MEM 14.753906 1448928639.0082
MEM 25.871094 1448928639.1134
MEM 38.203125 1448928639.2149
MEM 46.152344 1448928639.3184
MEM 49.406250 1448928639.4225
