CMDLINE python dummy_atom_scheme_mem_debug.py
MEM 118.132812 1448923697.3997
MEM 117.382812 1448923697.5039
MEM 118.402344 1448923697.6074
MEM 118.402344 1448923697.7126
MEM 118.171875 1448923697.8146
MEM 109.515625 1448923697.9168
MEM 109.093750 1448923698.0180
MEM 108.890625 1448923698.1215
MEM 108.890625 1448923698.2217
MEM 108.628906 1448923698.3232
MEM 108.628906 1448923698.4253
MEM 108.632812 1448923698.5273
MEM 108.636719 1448923698.6287
MEM 108.203125 1448923698.7338
MEM 108.203125 1448923698.8390
MEM 108.074219 1448923698.9414
MEM 108.074219 1448923699.0418
MEM 107.824219 1448923699.1458
MEM 111.078125 1448923699.2506
MEM 111.078125 1448923699.3547
MEM 111.078125 1448923699.4599
MEM 111.082031 1448923699.5629
MEM 110.832031 1448923699.6669
MEM 110.578125 1448923699.7703
MEM 110.578125 1448923699.8729
MEM 110.371094 1448923699.9764
MEM 109.867188 1448923700.0776
MEM 109.363281 1448923700.1796
MEM 107.910156 1448923700.2843
MEM 106.910156 1448923700.3879
MEM 106.910156 1448923700.4898
MEM 106.910156 1448923700.5948
MEM 106.910156 1448923700.7000
MEM 106.910156 1448923700.8020
MEM 108.800781 1448923700.9066
MEM 109.421875 1448923701.0117
MEM 109.421875 1448923701.1169
MEM 109.421875 1448923701.2220
MEM 109.296875 1448923701.3229
MEM 108.832031 1448923701.4260
MEM 108.832031 1448923701.5300
MEM 108.832031 1448923701.6315
MEM 114.453125 1448923701.7344
MEM 114.453125 1448923701.8394
MEM 116.925781 1448923701.9420
MEM 118.453125 1448923702.0430
MEM 128.226562 1448923702.1432
MEM 139.019531 1448923702.2471
MEM 146.125000 1448923702.3521
MEM 154.000000 1448923702.4562
MEM 160.476562 1448923702.5601
MEM 174.078125 1448923702.6644
MEM 178.562500 1448923702.7669
MEM 180.656250 1448923702.8673
MEM 182.261719 1448923702.9724
MEM 178.921875 1448923703.0753
MEM 178.722656 1448923703.1769
MEM 178.968750 1448923703.2820
MEM 123.109375 1448923703.3868
MEM 123.867188 1448923703.4918
MEM 123.867188 1448923703.5924
MEM 123.867188 1448923703.6967
MEM 132.464844 1448923703.8003
MEM 144.324219 1448923703.9018
MEM 154.476562 1448923704.0022
MEM 156.578125 1448923704.1061
MEM 172.492188 1448923704.2081
MEM 174.687500 1448923704.3083
MEM 175.375000 1448923704.4135
MEM 178.890625 1448923704.5186
MEM 172.140625 1448923704.6236
MEM 177.031250 1448923704.7257
MEM 177.031250 1448923704.8276
MEM 177.031250 1448923704.9327
MEM 177.031250 1448923705.0377
MEM 153.222656 1448923705.1382
MEM 153.222656 1448923705.2427
MEM 153.222656 1448923705.3431
MEM 153.996094 1448923705.4469
MEM 157.308594 1448923705.5475
MEM 173.234375 1448923705.6526
MEM 174.757812 1448923705.7563
MEM 176.980469 1448923705.8614
MEM 180.402344 1448923705.9665
MEM 164.402344 1448923706.0708
MEM 164.574219 1448923706.1755
MEM 168.308594 1448923706.2762
MEM 119.941406 1448923706.3766
MEM 119.941406 1448923706.4814
MEM 119.941406 1448923706.5863
MEM 120.691406 1448923706.6866
MEM 124.898438 1448923706.7870
MEM 125.675781 1448923706.8875
MEM 127.390625 1448923706.9926
MEM 120.691406 1448923707.0968
MEM 120.691406 1448923707.2010
MEM 121.902344 1448923707.3020
MEM 123.363281 1448923707.4023
MEM 124.625000 1448923707.5037
MEM 125.648438 1448923707.6063
MEM 125.648438 1448923707.7106
MEM 126.398438 1448923707.8141
MEM 118.402344 1448923707.9192
MEM 118.402344 1448923708.0244
MEM 119.027344 1448923708.1268
MEM 117.277344 1448923708.2320
MEM 113.777344 1448923708.3363
MEM 113.527344 1448923708.4411
MEM 113.671875 1448923708.5454
MEM 114.566406 1448923708.6486
MEM 109.140625 1448923708.7538
MEM 111.984375 1448923708.8589
MEM 111.984375 1448923708.9640
MEM 111.734375 1448923709.0692
MEM 113.992188 1448923709.1713
MEM 113.992188 1448923709.2764
MEM 114.703125 1448923709.3815
MEM 113.847656 1448923709.4867
MEM 113.722656 1448923709.5919
MEM 113.937500 1448923709.6963
MEM 111.136719 1448923709.8015
MEM 107.453125 1448923709.9039
MEM 107.199219 1448923710.0091
MEM 107.199219 1448923710.1124
MEM 108.175781 1448923710.2174
MEM 108.175781 1448923710.3224
MEM 107.687500 1448923710.4265
MEM 107.687500 1448923710.5302
MEM 107.421875 1448923710.6352
MEM 107.421875 1448923710.7383
MEM 108.054688 1448923710.8401
MEM 108.054688 1448923710.9431
MEM 108.054688 1448923711.0475
MEM 112.464844 1448923711.1513
MEM 113.253906 1448923711.2563
MEM 113.433594 1448923711.3596
MEM 110.019531 1448923711.4606
MEM 110.019531 1448923711.5654
MEM 110.769531 1448923711.6666
MEM 120.839844 1448923711.7712
MEM 120.089844 1448923711.8761
MEM 120.089844 1448923711.9784
MEM 120.089844 1448923712.0826
MEM 125.437500 1448923712.1877
MEM 132.371094 1448923712.2915
MEM 142.648438 1448923712.3965
MEM 154.785156 1448923712.5015
MEM 160.875000 1448923712.6034
MEM 166.218750 1448923712.7035
MEM 178.917969 1448923712.8086
MEM 180.664062 1448923712.9136
MEM 181.750000 1448923713.0156
MEM 176.371094 1448923713.1174
MEM 173.722656 1448923713.2224
MEM 178.972656 1448923713.3266
MEM 178.972656 1448923713.4274
MEM 178.972656 1448923713.5324
MEM 150.214844 1448923713.6374
MEM 150.214844 1448923713.7410
MEM 150.214844 1448923713.8445
MEM 150.214844 1448923713.9496
MEM 153.750000 1448923714.0524
MEM 159.839844 1448923714.1561
MEM 165.996094 1448923714.2590
MEM 174.519531 1448923714.3604
MEM 176.925781 1448923714.4654
MEM 179.878906 1448923714.5696
MEM 169.421875 1448923714.6731
MEM 176.031250 1448923714.7780
MEM 127.593750 1448923714.8790
MEM 128.203125 1448923714.9833
MEM 128.203125 1448923715.0853
MEM 128.203125 1448923715.1891
MEM 129.343750 1448923715.2910
MEM 141.351562 1448923715.3936
MEM 154.597656 1448923715.4952
MEM 159.066406 1448923715.5973
MEM 166.765625 1448923715.7010
MEM 177.757812 1448923715.8062
MEM 178.933594 1448923715.9095
MEM 180.484375 1448923716.0119
MEM 171.609375 1448923716.1158
MEM 171.988281 1448923716.2174
MEM 175.449219 1448923716.3223
MEM 175.656250 1448923716.4275
MEM 175.656250 1448923716.5327
MEM 149.949219 1448923716.6346
MEM 149.949219 1448923716.7395
MEM 149.949219 1448923716.8447
MEM 150.210938 1448923716.9494
MEM 156.816406 1448923717.0544
MEM 166.648438 1448923717.1596
MEM 172.093750 1448923717.2607
MEM 176.414062 1448923717.3650
MEM 180.695312 1448923717.4702
MEM 166.304688 1448923717.5753
MEM 166.050781 1448923717.6781
MEM 166.402344 1448923717.7825
MEM 126.425781 1448923717.8877
MEM 126.425781 1448923717.9898
MEM 125.734375 1448923718.0944
MEM 125.359375 1448923718.1995
MEM 112.261719 1448923718.3042
MEM 115.058594 1448923718.4093
MEM 115.058594 1448923718.5109
MEM 115.058594 1448923718.6160
MEM 115.179688 1448923718.7186
MEM 115.179688 1448923718.8237
MEM 115.667969 1448923718.9276
MEM 115.417969 1448923719.0279
MEM 115.421875 1448923719.1328
MEM 115.421875 1448923719.2340
MEM 116.324219 1448923719.3350
MEM 116.500000 1448923719.4374
MEM 116.500000 1448923719.5425
MEM 115.750000 1448923719.6444
